Exercise Name,Male Video Filename,Female Video Filename
3 4 Sit Up,00011201-3-4-Sit-up_Waist-FIX_.mp4,24761201-3-4-Sit-up-(female)_Waist.mp4
45 Degree Hyperextension (Arms In Front Of Chest),58131201-45-degree-Hyperextension-(arms-in-front-of-chest)-.mp4,08771201-45-degree-hyperextension-(arms-in-front-of-chest)_Back.mp4
45 Degree Twisting Hyperextension,73671201-45-degree-Twisting-Hyperextension-(male)_Hips_.mp4,11711201-45-degree-twisting-hyperextension_Hips.mp4
90 To 90 (Beginner),96561201-90-to-90-(beginner)-(male)_Hips_.mp4,80701201-90-to-90-(beginner)-(female)_Hips_.mp4
90 To 90 Lean,85291201-90-to-90-Lean-(male)_Hips_.mp4,77671201-90-to-90-Lean-(female)_Hips_.mp4
90 To 90 Stretch,67101201-90-to-90-Stretch-(male)_Stretching_.mp4,65601201-90-to-90-Stretch-(female)_Stretching_.mp4
90 To 90 Switch,85431201-90-to-90-Switch-(male)_Stretching_.mp4,78981201-90-to-90-Switch-(female)_Stretching_.mp4
Ab Twist Toe Tap,87861201-Ab-Twist-Toe-Tap-(male)_Waist_.mp4,84021201-Ab-Twist-Toe-Tap-(female)_Waist_.mp4
Adductor Stretch,45121201-Adductor-Stretch-(male)_Hips.mp4,09361201-Adductor-Stretch-(female)_Hips.mp4
Air Punches March,98531201-Air-Punches-March-(male)_Plyometrics_.mp4,55501201-Air-Punches-March-(female)_Plyometrics_.mp4
Alternate Ankle Tap Under Sit Agains Wall,89581201-Alternate-Ankle-Tap-Under-Sit-agains-Wall-(male)_H.mp4,87661201-Alternate-Ankle-Tap-Under-Sit-agains-Wall-(female).mp4
Alternate Heel Tap Sit Agains Wall,89571201-Alternate-Heel-Tap-Sit-agains-Wall-(male)_Calves_.mp4,87651201-Alternate-Heel-Tap-Sit-agains-Wall-(female)_Calves.mp4
Alternate Heel Touchers,00061201-Alternate-Heel-Touchers_waist.mp4,38011201-Alternate-Heel-Touchers-(female)_waist.mp4
Alternate Knee Cross Over Sit Agains Wall,89631201-Alternate-Knee-Cross-Over-Sit-agains-Wall-(male)_H.mp4,87671201-Alternate-Knee-Cross-Over-Sit-agains-Wall-(female).mp4
Alternate Leg Kick Sit Agains Wall,89661201-Alternate-Leg-Kick-Sit-agains-Wall-(male)_Thighs_.mp4,87701201-Alternate-Leg-Kick-Sit-agains-Wall-(female)_Thighs.mp4
Alternate Oblique Crunch,43541201-Alternate-Oblique-Crunch_Waist_.mp4,52801201-Alternate-Oblique-Crunch-(female)_Waist_.mp4
Alternate Obliques Pulse Twist Side Reach,89091201-Alternate-Obliques-Pulse-Twist-Side-Reach-(male)_W.mp4,89241201-Alternate-Obliques-Pulse-Twist-Side-Reach-(female).mp4
Alternating Ankle Touch,56381201-Alternating-Ankle-Touch-(male)_Plyometrics_.mp4,56251201-Alternating-Ankle-Touch-(female)_Plyometrics_.mp4
Alternating Hamstring Curl With Punche,44371201-Alternating-Hamstring-Curl-with-Punche_Plyometrics.mp4,54851201-Alternating-Hamstring-Curl-with-Punche-(female)_Pl.mp4
Arm Circle Stepback,56101201-Arm-Circle-Stepback-(Male)_Plyometrics_.mp4,56171201-Arm-Circle-Stepback-(female)_Plyometrics_.mp4
Arm Crossover Chest Out,66301201-Arm-Crossover-Chest-Out-(male)_Chest_.mp4,53571201-Arm-Crossover-Chest-Out-(female)_Chest_.mp4
Arm Crossover Curtsy,55921201-Arm-Crossover-Curtsy-(Male)_Plyometrics_.mp4,66421201-Arm-Crossover-Curtsy-(female)_Plyometrics_.mp4
Arm Double Crossover,88831201-Arm-Double-Crossover-(male)_Chest_.mp4,53651201-Arm-Double-Crossover-(female)_Chest_.mp4
Arms Circle Marching On Spot,85821201-Arms-Circle-Marching-On-Spot-(male)_Plyometrics_.mp4,71911201-Arms-Circle-Marching-On-Spot-(female)_Plyometrics_.mp4
Around The World Lying On Floor,82721201-Around-the-World-Lying-on-Floor-(male)_Back_.mp4,63051201-Around-the-World-Lying-on-Floor-(female)_Back_.mp4
Around The World Superman,89491201-Around-the-World-Superman-(male)_Hips_.mp4,87591201-Around-the-World-Superman-(female)_Hips_.mp4
Assisted Hyperextension,83591201-Assisted-Hyperextension-(male)_Hips_.mp4,79891201-Assisted-Hyperextension-(female)_Hips_.mp4
Assisted Parallel Close Grip Pull Up,00151201-Assisted-Parallel-Close-Grip-Pull-up_Back-FIX_.mp4,97561201-Assisted-Parallel-Close-Grip-Pull-up-(female)_Back.mp4
Assisted Pull Up,00171201-Assisted-Pull-up_Back.mp4,25291201-Assisted-Pull-up-(female)_Back_.mp4
Assisted Triceps Dip (Kneeling),00191201-Assisted-Triceps-Dip-(kneeling)_Upper-Arms.mp4,25751201-Assisted-Triceps-Dip-(kneeling)-(female)_Upper-Arms.mp4
Assisted Weighted Push Up,11721201-Assisted-Weighted-Push-up_Chest.mp4,107181201-Assisted-Weighted-Push-up-(female)_Chest_.mp4
Back Forward Leg Swings,35021201-Back-Forward-Leg-Swings-(male)_Hips_.mp4,25731201-Back-Forward-Leg-Swings-(female)_Hips_.mp4
Back Kick Heel Touches,96441201-Back-Kick-Heel-Touches-(male)_Plyometrics_.mp4,60901201-Back-Kick-Heel-Touches-(female)_Plyometrics_.mp4
Band Assisted Chin Up (From Knee),42061201-Band-Assisted-Chin-Up-(From-Knee)_Back_.mp4,100711201-Band-Assisted-Chin-Up-(From-Knee)-(female)_Back_.mp4
Band Bent Over Lat Pulldown,41441201-Band-Bent-Over-Lat-Pulldown_Back_.mp4,70451201-Band-Bent-Over-Lat-Pulldown-(female)_Back_.mp4
Band Bicycle Crunch,09721201-Band-bicycle-crunch_Waist.mp4,70791201-Band-Bicycle-Crunch-(female)_Waist_.mp4
Band Close Grip Biceps Curl,41381201-Band-Close-Grip-Biceps-Curl_Upeer-Arms.mp4,100691201-Band-Close-Grip-Biceps-Curl-(female)_Upeer-Arms_.mp4
Band Close Grip Row,41451201-Band-Close-Grip-Row_Back_.mp4,70471201-Band-Close-Grip-Row-(female)_Back_.mp4
Band Concentration Curl,09761201-Band-Concentration-Curl_Upper-Arms_.mp4,81011201-Band-Concentration-Curl-(female)_Upper-Arms_.mp4
Band Cross Abduction,41361201-Band-Cross-Abduction_Hips_.mp4,72861201-Band-Cross-Abduction-(female)_Hips_.mp4
Band Deadlift,46181201-Band-Deadlift_Hips.mp4,08951201-Band-Deadlift-(female)_Hips_.mp4
Band Face Pull,56071201-Band-Face-Pull-(male)_Shoulders_.mp4,08961201-Band-face-pull_Shoulders.mp4
Band Front Lateral Raise,09771201-Band-front-lateral-raise_Shoulders.mp4,39751201-Band-front-lateral-raise-(female)_Shoulders.mp4
Band Front Raise,09781201-Band-front-raise_Shoulders_.mp4,107251201-Band-Front-Raise-(female)_Shoulders_.mp4
Band Kneeling One Arm Pulldown,09831201-Band-kneeling-one-arm-pulldown_Back.mp4,38421201-Band-Kneeling-One-Arm-Pulldown-(female)_Back.mp4
Band Narrow Grip High Row,41471201-Band-Narrow-Grip-High-Row_Back_.mp4,100701201-Band-Narrow-Grip-High-Row_Back_.mp4
Band Narrow Grip High Row (Version 2),41481201-Band-Narrow-Grip-High-Row-(VERSION-2)_Back_.mp4,70461201-Band-Narrow-Grip-High-Row-(VERSION-2)-(female)_Bac.mp4
Band One Arm Twisting Seated Row,09901201-Band-One-Arm-Twisting-Seated-Row_Back.mp4,38431201-Band-One-Arm-Twisting-Seated-Row-(female)_Back.mp4
Band Overhead Single Arm Triceps Extension (Versio,41411201-Band-Overhead-Single-Arm-Triceps-Extension-(VERSIO.mp4,70401201-Band-Overhead-Single-Arm-Triceps-Extension-(VERSIO.mp4
Band Pull Through,09911201-Band-pull-through_Hips.mp4,30241201-Band-pull-through-(female)_Hips.mp4
Band Seated Leg Extension,35181201-Band-Seated-Leg-Extension-(male)_Thighs.mp4,35191201-Band-Seated-Leg-Extension-(female)_Thighs.mp4
Band Split Squat,41351201-Band-Split-Squat_Thighs_.mp4,70481201-Band-Split-Squat-(female)_Thighs_.mp4
Band Squat,10041201-Band-squat_Hips.mp4,57491201-Band-squat-(female)_Hips_.mp4
Band Squat Twist,41371201-Band-Squat-Twist_Waist_.mp4,70491201-Band-Squat-Twist-(female)_Waist_.mp4
Band Standing Crunch,10051201-Band-standing-crunch_Waist.mp4,38391201-Band-Standing-Crunch-(female)_Waist.mp4
Band Standing Rear Delt Row,10221201-Band-standing-rear-delt-row_Shoulders.mp4,39761201-Band-standing-rear-delt-row-(female)_Shoulders.mp4
Band Straight Back Stiff Leg Deadlift,10231201-Band-straight-back-stiff-leg-deadlift_Hips_.mp4,57501201-Band-Straight-Back-Stiff-Leg-Deadlift-(female)_Hip.mp4
Band Triceps Kickback,41431201-Band-Triceps-Kickback_Upper-Arms.mp4,70391201-Band-Triceps-Kickback-(female)_Upper-Arms_.mp4
Band Warm Up Shoulder Stretch,45161201-Band-Warm-up-Shoulder-Stretch-(male)_Chest.mp4,18461201-Band-Warm-up-Shoulder-Stretch-(female)_Chest.mp4
Barbell Bench Front Squat,00241201-Barbell-Bench-Front-Squat_Thighs_.mp4,30251201-Barbell-Bench-Front-Squat-(female)_Thighs_.mp4
Barbell Bench Squat,00261201-Barbell-Bench-Squat_Hips_.mp4,22251201-Barbell-Bench-Squat-(female)_Thighs.mp4
Barbell Bent Over Row,00271201-Barbell-Bent-Over-Row_Back_.mp4,22421201-Barbell-Bent-Over-Row-(female)_Back.mp4
Barbell Clean And Press,00281201-Barbell-Clean-and-Press_Shoulders-FIX_.mp4,36481201-Barbell-Clean-and-Press-(female)_Shoulders_.mp4
Barbell Clean Grip Front Squat,00291201-Barbell-Clean-grip-Front-Squat_Thighs-FIX_.mp4,57161201-Barbell-Clean-grip-Front-Squat-(female)_Thighs_.mp4
Barbell Close Grip Bench Press,00301201-Barbell-Close-Grip-Bench-Press_Upper-Arms-FIX_.mp4,23911201-Barbell-Close-Grip-Bench-Press-(female)_Upper-Arms.mp4
Barbell Curl,00311201-Barbell-Curl_Upper-Arms_without-weight.mp4,35921201-Barbell-Curl-(female)_Upper-Arms.mp4
Barbell Deadlift,00321201-Barbell-Deadlift_Hips-FIX.mp4,22141201-Barbell-Deadlift-(female)_Hips_.mp4
Barbell Decline Bench Press,00331201-Barbell-Decline-Bench-Press_Chest-FIX_.mp4,24531201-Barbell-Decline-Bench-Press-(female)_Chest.mp4
Barbell Decline Pullover,12551201-Barbell-Decline-Pullover_Chest.mp4,70101201-Barbell-Decline-Pullover-(female)_Chest_.mp4
Barbell Drag Curl,00381201-Barbell-Drag-Curl_Upper-Arms-FIX_.mp4,30271201-Barbell-Drag-Curl-(female)_Upper-Arms.mp4
Barbell Front Raise,00411201-Barbell-Front-Raise_Shoulders.mp4,24771201-Barbell-Front-Raise-(female)_Shoulders.mp4
Barbell Front Squat,00421201-Barbell-Front-Squat_Hips-FIX_.mp4,25021201-Barbell-Front-Squat-(female)_Thighs.mp4
Barbell Good Morning,00441201-Barbell-Good-Morning_Thighs-FIX_.mp4,22151201-Barbell-Good-Morning-(female)_Thighs_.mp4
Barbell Hack Squat,00461201-Barbell-Hack-Squat_Hips-FIX_.mp4,26381201-Barbell-Hack-Squat-(female)_Hips_.mp4
Barbell Hip Thrust,10601201-Barbell-Hip-Thrust_Hips-FIX_.mp4,22161201-Barbell-Hip-Thrust-(female)_Hips.mp4
Barbell Incline Row,00491201-Barbell-Incline-Row_Back-FIX_.mp4,25031201-Barbell-Incline-Row-(female)_Back_.mp4
Barbell Lunge,00541201-Barbell-Lunge_Thighs-FIX_.mp4,24781201-Barbell-Lunge-(female)_Thighs.mp4
Barbell Narrow Stance Squat,56331201-Barbell-Narrow-Stance-Squat-(male)_Thighs_.mp4,23891201-Barbell-Narrow-Stance-Squat-(female)_Thighs_.mp4
Barbell Preacher Curl,00701201-Barbell-Preacher-Curl_Upper-Arms.mp4,24971201-Barbell-Preacher-Curl-(female)_Upper-Arms_.mp4
Barbell Prone Incline Curl,00721201-Barbell-Prone-Incline-Curl_Upper-Arms-FIX_.mp4,25061201-Barbell-Prone-Incline-Curl-(female)_Upper-Arms.mp4
Barbell Rack Pull,00741201-Barbell-Rack-Pull_Hips_.mp4,57201201-Barbell-Rack-Pull-(female)_Hips_.mp4
Barbell Rear Delt Raise,00751201-Barbell-Rear-Delt-Raise_shoulder.mp4,26371201-Barbell-Rear-Delt-Raise-(female)_shoulder.mp4
Barbell Rear Lunge,00781201-Barbell-Rear-Lunge_Thighs_.mp4,22261201-Barbell-Rear-Lunge-(female)_Thighs_.mp4
Barbell Reverse Curl,00801201-Barbell-Reverse-Curl_Forearm.mp4,24791201-Barbell-Reverse-Curl-(female)_Forearms.mp4
Barbell Reverse Wrist Curl,00821201-Barbell-Reverse-Wrist-Curl_Forearm.mp4,30291201-Barbell-Reverse-Wrist-Curl-(female)_Forearms_.mp4
Barbell Romanian Deadlift,00851201-Barbell-Romanian-Deadlift_Hips-FIX_.mp4,22131201-Barbell-Romanian-Deadlift-(female)_Hips.mp4
Barbell Seated Behind Head Military Press,00861201-Barbell-Seated-Behind-Head-Military-Press_Shoulders.mp4,26031201-Barbell-Seated-Behind-Head-Military-Press-(female)_Shoulders.mp4
Barbell Seated Calf Raise,00881201-Barbell-Seated-Calf-Raise_Calves.mp4,26761201-Barbell-Seated-Calf-Raise-(female)_Calves_.mp4
Barbell Seated Good Morning,00901201-Barbell-Seated-Good-morning_Hips.mp4,26021201-Barbell-Seated-Good-Morning-(female)_Hips_.mp4
Barbell Seated Overhead Press,00911201-Barbell-Seated-Overhead-Press_Shoulders.mp4,26041201-Barbell-Seated-Overhead-Press-(female)_Shoulders.mp4
Barbell Seated Overhead Triceps Extension,00921201-Barbell-Seated-Overhead-Triceps-Extension_Upper-Ar.mp4,26061201-Barbell-Seated-Overhead-Triceps-Extension-(female)_Upper-Arms.mp4
Barbell Seated Twist (On Stability Ball),69891201-Barbell-Seated-Twist-(on-stability-ball)-(male)_Wa.mp4,00931201-Barbell-Seated-Twist-(on-stability-ball)_Waist.mp4
Barbell Shrug,00951201-Barbell-Shrug_Back.mp4,24801201-Barbell-Shrug-(female)_Back.mp4
Barbell Single Leg Split Squat,00991201-Barbell-Single-Leg-Split-Squat_Hips_.mp4,22271201-Barbell-Single-Leg-Split-Squat-(female)_Thighs.mp4
Barbell Standing Back Wrist Curl,01041201-Barbell-Standing-Back-Wrist-Curl_Forearms.mp4,24811201-Barbell-Standing-Back-Wrist-Curl-(female)_Forearms.mp4
Barbell Standing Close Grip Curl,01061201-Barbell-Standing-Close-Grip-Curl_Upper-Arms.mp4,26931201-Barbell-Standing-Close-Grip-Curl-(female)_Upper-Ar.mp4
Barbell Standing Twist,01121201-Barbell-Standing-Twist_Waist_.mp4,23201201-Barbell-Standing-Twist-(female)_Waist.mp4
Barbell Standing Wide Grip Curl,01131201-Barbell-Standing-Wide-grip-Curl_Upper-Arms.mp4,69901201-Barbell-Standing-Wide-grip-Curl-(female)_Upper-Arm.mp4
Barbell Step Up,01141201-Barbell-Step-up_Hips-FIX_.mp4,25011201-Barbell-Step-up-(female)_Hips_.mp4
Barbell Straight Leg Deadlift,01161201-Barbell-Straight-Leg-Deadlift_Thighs.mp4,35941201-Barbell-Straight-Leg-Deadlift-(female)_Thighs.mp4
Barbell Sumo Deadlift,01171201-Barbell-Sumo-Deadlift_Hips-FIX_.mp4,25171201-Barbell-Sumo-Deadlift-(female)_Hips_.mp4
Barbell Sumo Squat,10631201-Barbell-sumo-squat_Thighs.mp4,57221201-Barbell-Sumo-Squat-(female)_Thighs_.mp4
Barbell Wide Bench Press,01221201-Barbell-Wide-Bench-Press_Chest.mp4,70691201-Barbell-Wide-Bench-Press-(female)_Chest_.mp4
Barbell Wide Grip Upright Row,01231201-Barbell-Wide-Grip-Upright-Row_Shoulders.mp4,35951201-Barbell-Wide-Grip-Upright-Row-(female)_Shoulders.mp4
Barbell Wide Squat,01241201-Barbell-Wide-Squat_Thighs_.mp4,25181201-Barbell-Wide-Squat-(female)_Thighs_.mp4
Barbell Wrist Curl,01261201-Barbell-Wrist-Curl_Forearms_.mp4,30331201-Barbell-Wrist-Curl-(female)_Forearms.mp4
Battling Ropes,01281201-Battling-Ropes.mp4,25651201-Battling-Ropes-(female).mp4
Behind The Head Ball Slam,65301201-Behind-the-Head-Ball-Slam-(male)_Plyometrics_.mp4,71741201-Behind-the-Head-Ball-Slam-(female)_Plyometrics_.mp4
Bench Dip (Knees Bent),01291201-Bench-Dip-(knees-bent)_Upper-Arms_.mp4,23761201-Bench-Dip-(knees-bent)-(female)_Upper-arms.mp4
Bent Knee Back To Side Kick,46921201-Bent-Knee-Back-to-Side-Kick-(male)_Hips.mp4,46681201-Bent-Knee-Back-to-Side-Kick-(female)_Hips.mp4
Bent Leg Side Kick (Kneeling),30351201-Bent-Leg-Side-Kick-(kneeling)-(male)_Hips-FIX_.mp4,14751201-Bent-Leg-Side-Kick-(kneeling)-(female)_Hips-FIX_.mp4
Biceps Curl Front Step,56441201-Biceps-Curl-Front Step-(male)_Plyometrics_.mp4,56231201-Biceps-Curl-Front Step-(female)_Plyometrics_.mp4
Body Up,01371201-Body-Up_Upper-Arms-FIX_.mp4,81021201-Body-Up-(female)_Upper-Arms_.mp4
Bodyweight Bent Over Rear Delt Fly,41721201-Bodyweight-Bent-Over-Rear-Delt-Fly_Shoulders_.mp4,87621201-Bodyweight-Bent-Over-Rear-Delt-Fly-(female)_Should.mp4
Bodyweight Front Slam,56751201-Bodyweight-Front-Slam-(male)_Waist_.mp4,57111201-Bodyweight-Front-Slam-(female)_Waist_.mp4
Bodyweight Full Squat With Overhead Press (Version,47031201-Bodyweight-Full-Squat-with-Overhead-Press-(VERSION.mp4,88141201-Bodyweight-Full-Squat-with-Overhead-Press-(VERSION.mp4
Bodyweight Kneeling Sissy Squat,47221201-Bodyweight-Kneeling-Sissy-Squat_Thighs_.mp4,70581201-Bodyweight-Kneeling-Sissy-Squat-(female)_Thighs_.mp4
Bodyweight Narrow Squat,66531201-Bodyweight-Narrow-Squat-(male)_Thighs_.mp4,65021201-Bodyweight-Narrow-Squat-(female)_Thighs_.mp4
Bodyweight Overhead Squat,42941201-Bodyweight-Overhead-Squat_Thighs.mp4,57231201-Bodyweight-Overhead-Squat-(female)_Thighs_.mp4
Bodyweight Rear Lunge Front Raise,56421201-Bodyweight-Rear-Lunge-Front-Raise-(male)_Thighs_.mp4,56201201-Bodyweight-Rear-Lunge-Front-Raise-(female)_Thighs_.mp4
Bodyweight Side Squat Step,85831201-Bodyweight-Side-Squat-Step-(male)_Thighs_.mp4,46481201-Bodyweight-Side-Squat-Step-(female)_Thighs-FIX_.mp4
Bodyweight Standing Romanian Deadlift,66511201-Bodyweight-Standing-Romanian-Deadlift-(male)_Hips_.mp4,65721201-Bodyweight-Standing-Romanian-Deadlift-(female)_Hip.mp4
Bodyweight Step Up On Stepbox,45791201-Bodyweight-Step-up-on-Stepbox_Thighs_.mp4,57531201-Bodyweight-Step-up-on-Stepbox-(female)_Thighs_.mp4
Bottle Weighted Bent Over Y Raise,83491201-Bottle-Weighted-Bent-over-Y-Raise-(male)_Shoulders.mp4,79371201-Bottle-Weighted-Bent-over-Y-Raise-(female)_Shoulde.mp4
Bottle Weighted Deadlift,59871201-Bottle-Weighted-Deadlift-(male)_Hips_.mp4,59881201-Bottle-Weighted-Deadlift-(female)_Hips_.mp4
Bottle Weighted Front Squat,80791201-Bottle-Weighted-Front-Squat-(male)_Hips_.mp4,60441201-Bottle-Weighted-Front-Squat-(female)_Hips_.mp4
Bottle Weighted Gorilla Row,72761201-Bottle-Weighted-Gorilla-Row-(male)_Back_.mp4,60621201-Bottle-Weighted-Gorilla-Row-(female)_Back_.mp4
Bottle Weighted Lateral Raise,80801201-Bottle-Weighted-Lateral-Raise-(male)_Shoulders_.mp4,60741201-Bottle-Weighted-Lateral-Raise-(female)_Shoulders_.mp4
Bottoms Up,01381201-Bottoms-Up-(male)_Waist_.mp4,24361201-Bottoms-Up-(female)_Waist.mp4
Bouncing Circle Draw,58321201-Bouncing-Circle-Draw-(male)_Plyometrics_.mp4,56881201-Bouncing-Circle-Draw-(female)_Plyometrics_.mp4
Brettzel,75391201-Brettzel-(male)_Stretching_.mp4,82611201-Brettzel-(female)_Stretching_.mp4
Bridge Pose Setu Bandhasana,45111201-Bridge-Pose-Setu-Bandhasana-(male)_Stretching.mp4,09411201-Bridge-Pose-Setu-Bandhasana-(female).mp4
Bridge Yoga Pose Setu Bandha Sarvangasana,80131201-Bridge-Yoga-Pose-Setu-Bandha-Sarvangasana-(male)_S.mp4,81481201-Bridge-Yoga-Pose-Setu-Bandha-Sarvangasana-(female).mp4
Burpee,11601201-Burpee_Cardio-FIX_.mp4,27941201-Burpee-(female)_Cardio-FIX_.mp4
Butt Kick With Row,57081201-Butt-Kick-with-Row-(male)_Plyometrics_.mp4,55441201-Butt-Kick-with-Row-(female)_Plyometrics_.mp4
Butt Kick With Row (Front Pov),96461201-Butt-Kick-with-Row-(front-POV)-(male)_Plyometrics_.mp4,55441201-Butt-Kick-with-Row-(front-POV)-(female)_Plyometric.mp4
Butt Kick With Shoulder Tap,96801201-Butt-Kick-with-Shoulder-Tap-(male)_Plyometrics_.mp4,60871201-Butt-Kick-with-Shoulder-Tap-(female)_Plyometrics_.mp4
Butt Kicks,30371201-Butt-Kicks-(male)_Cardio.mp4,01461201-Butt-Kicks-(female)_Cardio.mp4
Butterfly Forward Leaning,96641201-Butterfly-Forward-Leaning-(male)_Stretching_.mp4,95261201-Butterfly-Forward-Leaning-(female)_Stretching_.mp4
Cable Alternate Triceps Extension,01491201-Cable-Alternate-Triceps-Extension_Upper-Arms_.mp4,105861201-Cable-Alternate-Triceps-Extension-(female)_Upper-.mp4
Cable Bar Lateral Pulldown,01501201-Cable-Bar-Lateral-Pulldown_Back.mp4,22471201-Cable-Bar-Lateral-Pulldown-(female)_Back-FIX_.mp4
Cable Close Grip Front Lat Pulldown,10471201-Cable-Close-Grip-Front-Lat-Pulldown_Back.mp4,37541201-Cable-Close-Grip-Front-Lat-Pulldown-(female)_Back.mp4
Cable Concentration Extension (On Knee),01521201-Cable-Concentration-Extension-(on-knee)_Upper-Arms.mp4,30431201-Cable-Concentration-Extension-(on-knee)-(female)_U.mp4
Cable Cross Over Lateral Pulldown,01531201-Cable-Cross-over-Lateral-Pulldown_Back.mp4,30441201-Cable-Cross-over-Lateral-Pulldown-(female)_Back_.mp4
Cable Cross Over Revers Fly,01541201-Cable-Cross-over-Revers-Fly_Shoulders.mp4,24921201-Cable-Cross-over-Revers-Fly-(female)_Shoulders.mp4
Cable Curl,08681201-Cable-Curl-(male)_Upper-Arms-FIX_.mp4,01561201-Cable-Curl_Upper-Arms.mp4
Cable Deadlift,01571201-Cable-Deadlift_Thighs.mp4,30451201-Cable-Deadlift-(female)_Thighs_.mp4
Cable Decline Fly,01581201-Cable-Decline-Fly_Chest-FIX_.mp4,25121201-Cable-Decline-Fly-(female)_Chest.mp4
Cable Donkey Diagonal Kickback,73831201-Cable-Donkey-Diagonal-Kickback-(male)_Hips_.mp4,67421201-Cable-Donkey-Diagonal-Kickback-(female)_Hips_.mp4
Cable Front Raise,01621201-Cable-Front-Raise_Shoulders-FIX_.mp4,22301201-Cable-Front-Raise-(female)_Shoulders.mp4
Cable Front Raise (Rope Attachment),73711201-Cable-Front-Raise-(rope-attachment)-(male)_Shoulde.mp4,65431201-Cable-Front-Raise-(rope-attachment)-(female)_Shoul.mp4
Cable Front Seated Row,73681201-Cable-Front-Seated-Row-(male)_Back_.mp4,01631201-Cable-Front-Seated-Row_Back.mp4
Cable Goblet Squat,82951201-Cable-Goblet-Squat-(male)_Thighs_.mp4,65441201-Cable-Goblet-Squat-(female)_Thighs_.mp4
Cable Hip Adduction,01681201-Cable-Hip-Adduction_Thighs.mp4,23131201-Cable-Hip-Adduction-(female)_Hips.mp4
Cable Horizontal Pallof Press,12021201-Cable-horizontal-Pallof-Press_waist.mp4,80431201-Cable-Horizontal-Pallof-Press-(female)_Waist_.mp4
Cable Incline Fly,01711201-Cable-Incline-Fly_Chest-FIX_.mp4,30501201-Cable-Incline-Fly-(female)_Chest_.mp4
Cable Incline Fly (On Stability Ball),01701201-Cable-Incline-Fly-(on-stability-ball)_Chest.mp4,97471201-Cable-Incline-Fly-(on-stability-ball)-(female)_Che.mp4
Cable Incline Pushdown,01721201-Cable-Incline-Pushdown_Back_.mp4,30511201-Cable-Incline-Pushdown-(female)_Back_.mp4
Cable Incline Single Arm Lat Pulldown,83481201-Cable-Incline-Single-Arm-Lat-Pulldown-(male)_Back_.mp4,79341201-Cable-Incline-Single-Arm-Lat-Pulldown-(female)_Bac.mp4
Cable Incline Triceps Extension,01731201-Cable-Incline-Triceps-Extension_Upper-Arms_.mp4,97371201-Cable-Incline-Triceps-Extension-(female)_Upper-Arm.mp4
Cable Kneeling Glute Kickback,80881201-Cable-Kneeling-Glute-Kickback-(male)_Hips_.mp4,75891201-Cable-Kneeling-Glute-Kickback-(female)_Hips_.mp4
Cable Kneeling Triceps Extension,01761201-Cable-Kneeling-Triceps-Extension_Upper-Arms.mp4,69921201-Cable-Kneeling-Triceps-Extension-(female)_Upper-Ar.mp4
Cable Lateral Raise,01781201-Cable-Lateral-Raise_shoulder.mp4,30541201-Cable-Lateral-Raise-(female)_Shoulders.mp4
Cable Low Seated Row,01801201-Cable-Low-Seated-Row_Back.mp4,59641201-Cable-Low-Seated-Row-(female)_Back_.mp4
Cable Lying Fly,01851201-Cable-Lying-Fly_Chest-FIX_.mp4,24261201-Cable-Lying-Fly-(female)_Chest.mp4
Cable Middle Fly,01881201-Cable-Middle-Fly_Chest-FIX_.mp4,97301201-Cable-Middle-Fly-(female)_Chest_.mp4
Cable One Arm Curl,01901201-Cable-One-Arm-Curl_Upper-Arms.mp4,25811201-Cable-One-Arm-Curl-(female)_Upper-Arms.mp4
Cable One Arm Front Raise,82941201-Cable-One-Arm-Front-Raise-(male)_Shoulders_.mp4,26891201-Cable-One-Arm-Front-Raise-(female)_Shoulders.mp4
Cable One Arm Inner Biceps Curl,12031201-Cable-One-Arm-Inner-Biceps-Curl_Upper-Arms_.mp4,97321201-Cable-One-Arm-Inner-Biceps-Curl-(female)_Upper-Arm.mp4
Cable One Arm Lat Pulldown,12041201-Cable-one-arm-lat-pulldown_back.mp4,35961201-Cable-One-Arm-Lat-Pulldown-(female)_back-FIX_.mp4
Cable One Arm Lateral Raise,01921201-Cable-One-Arm-Lateral-Raise_Shoulders.mp4,22311201-Cable-One-Arm-Lateral-Raise-(female)_Shoulders.mp4
Cable One Arm Twisting Seated Row,12051201-Cable-one-arm-twisting-seated-row_back.mp4,35971201-Cable-One-Arm-Twisting-Seated-Row-(female)_Back.mp4
Cable Overhead Triceps Extension (Rope Attachment),01941201-Cable-Overhead-Triceps-Extension-(rope-attachment)_Upper-Arms-FIX_.mp4,22481201-Cable-Overhead-Triceps-Extension-(rope-attachment)-(female)_Upper-Arms.mp4
Cable Preacher Curl,01951201-Cable-Preacher-Curl_Upper-Arms_.mp4,97411201-Cable-Preacher-Curl-(female)_Upper-Arms_.mp4
Cable Preacher Curl (Rope Attachment),59231201-Cable-Preacher-Curl-(rope-attachment)_Upper-Arms_.mp4,97421201-Cable-Preacher-Curl-(rope-attachment)-(female)_Upp.mp4
Cable Pull Through,12061201-Cable-pull-through_hips.mp4,57351201-Cable-Pull-Through-(female)_Hips_.mp4
Cable Pushdown,02011201-Cable-Pushdown_Upper-Arms-FIX_.mp4,97391201-Cable-Pushdown-(female)_Upper-Arms_.mp4
